Sentiments,Reviews
0,"['data', 'cable', 'ni', 'nikli', 'box', 'open', 'tha']"
0,"['recommend', 'felt', 'loose', 'weak', 'tried', 'everything', 'make', 'less', 'shaky', '’', 'helped', 'strongly', 'hold', 'ground', '’', 'planning', 'use', 'hard', 'treks', '’', 'recommend']"
1,"['fast', 'delivery']"
1,"['cooperative', 'seller', 'good', 'purchase']"
1,['perfect']
1,"['first', 'thanks', 'sending', 'seller', 'product', 'quality', 'average', 'cost', 'im', 'satisfied', 'problem', 'goodluck']"
1,"['nice', 'product', 'quality', 'bohat', 'achi', 'ha', 'delivery', 'bhi', 'bohat', 'jaldi', 'gai', 'thi', 'gift', 'bhi', 'bohat', 'acha', 'tha', 'love', 'product', 'jo', 'handsfree', 'ki', 'base', 'ha', 'vo', 'bhi', 'bohat', 'achi', 'recommend', 'karo', 'ga', 'ka', 'ba', 'fikar', 'ho', 'kar', 'product', 'buy', 'kar', 'lo', 'thanks', 'daraz', 'seller']"
1,"['niceworks', 'fine']"
1,"['good', 'quality', 'far', 'hope', 'last', 'atleast', 'year']"
1,"['quality', 'good', 'delivered', 'timely', 'much', 'satisfied', 'product', 'thankuuuu', 'sooo', 'kuch']"
1,"['beautiful', 'products', 'studio', 'light', 'thanks', 'amazing', 'shop', 'keep', '🤗']"
1,"['nice', 'shown', 'mouth', 'bit', 'tight', 'else', 'perfect']"
1,['satisfied']
0,"['broken', 'shampoo', 'received']"
1,"['good', 'frames', 'light', 'qualited', 'material', 'comfortable', 'ears']"
0,"['actually', 'standard', 'medium', 'size', 'large', 'im', 'sad', 'seller', 'selling', 'thing', 'half', 'price', 'thanks', 'sending', 'nice', 'colour']"
0,"['money', 'wise', 'okay', 'ha', 'right', 'foot', 'thik', 'ha', 'left', 'issue', 'ha']"
1,"['original', 'quality', 'good', 'packing', 'hurts', 'ear', 'new']"
0,"['useless', 'sizes']"
1,"['good', 'love']"
0,"['side', 'bluetooth', 'working', 'even', 'workng', 'mins']"
1,"['best', 'ha', 'ya', 'shirt', 'daraz', 'thre', 'best', 'app', 'l', 'love', 'daraz', 'abhi', 'download', 'karo', 'best', 'app', 'shopping']"
1,"['received', 'good', 'condition', 'carefully', 'packed']"
1,"['working', 'fine', 'thanks']"
1,"['described', 'well', 'packed', 'recommended']"
1,"['delivered', 'time', 'packaging', 'good', 'product', 'condition', 'quality', 'owsum', 'original', 'product', 'machine', 'working', 'fine', 'battery', 'time', 'also', 'good', 'really', 'excited', 'regarding', 'purchase', 'daraz', 'mark', 'product', 'handling', 'service', 'seller']"
1,"['according', 'price', 'bag', 'quilty', 'good', 'thanks', 'supplier', 'daraz']"
1,"['bhot', 'acha', 'ha', 'bass', 'color', 'blue', 'ke', 'jaga', 'black', 'aia', 'ha']"
1,"['product', 'beautiful', 'packing', 'also', 'gd', 'recommed', 'product']"
1,"['product', 'shown', 'pic', 'fakery', 'involved', 'proceed', 'without', 'hesitation']"
1,"['good', 'experience', 'thank', 'seller', 'item', 'good', 'recommend', 'everyone', 'buy', 'finally', 'thanks', 'daraz']"
1,"['beautiful', 'loving', 'colour', 'got', 'according', 'expectations']"
0,"['sizes', 'different', 'good', 'experience']"
1,"['good', 'joggers', 'recommend']"
1,"['good', 'one', 'recommended']"
1,"['allooo', 'ache', 'hen', 'mashallah']"
1,"['good', 'product', 'summer', 'season']"
1,"['premium', 'quality', 'case', 'look', 'feel', 'also', 'good']"
1,"['nice', 'headphones']"
1,"['mashaallah', 'premium', 'quality', 'fast', 'delivery', 'per', 'time', 'received', 'thanks', 'daraz', 'thanks', 'seller']"
1,"['mashallah', 'munasib', 'peice', 'mn', 'achi', 'qulity']"
1,"['quality', 'walker', 'good', 'seen', 'online', 'thanks']"
0,"['extremely', 'low', 'quality', 'product', 'doesnt', 'work', 'laptop', 'mic', 'basically', 'useless', 'works', 'phone', 'high', 'distortion', 'background', 'spend', 'rs', 'get', 'decent', 'enough', 'handsfree']"
0,"['colour', 'grey', 'black', 'advertised']"
1,"['good', 'quality', 'like']"
1,"['good', 'job', 'welldone', 'zabardast']"
1,"['nice', 'fluffy']"
1,['perfect']
1,"['fine', 'price', 'range', 'red', 'darker']"
1,"['really', 'good', 'gaming', 'calls', 'ie', 'generla', 'use', 'really', 'good']"
1,"['wow', 'wonderful', 'experienced', 'bought', 'dark', 'chocolate', 'nuts', 'peanut', 'butter', 'nuts', 'fresh', 'long', 'expiry']"
1,"['set', 'lives', 'skin', 'looking', 'super', 'glowing', 'dewyit', 'make', 'skin', 'look', 'really', 'oily', 'first', 'time', 'used', 'makes', 'skin', 'glowing', 'would', 'recommend', 'sure']"
1,"['original', 'fully', 'satisfied🤗', 'highly', 'rated', 'product', 'thanks', 'seller']"
0,"['poor', 'sound', 'quality', 'issues', 'mic', 'well', 'battery', 'also', 'verh', 'poor', 'recommended']"
1,"['highly', 'recommended']"
1,"['nice', 'cap']"
1,"['first', 'experience', 'darax', 'well', 'good', 'product', 'delivered', 'time', 'wallet', 'useful', 'keeping', 'debit', 'card', 'stuff', 'like', 'also', 'called', 'mini', 'wallet', 'well', 'like']"
0,"['rheumatic', 'store', 'didnt', 'get', 'asked', 'seller', 'making', 'halal', 'earnings', 'bad', 'way', 'disappointedand', 'hes', 'even', 'replying', 'message', 'shame']"
0,"['mujhy', 'mera', 'parcel', 'nhi', 'mela', 'time', 'ho', 'gia', '🤔']"
0,"['yesterday', 'receive', 'parcel', 'one', 'earbud', 'working', 'return', 'exchange', 'policy', 'kindly', 'give', 'positive', 'response']"
0,"['worst', 'quality']"
1,"['recieved', 'excellent', 'product']"
1,"['im', 'happy', 'really', 'good', 'product', 'knead', 'dough', 'roll', 'roti', 'stick', 'well', 'shelf', 'surface', 'recommended']"
1,['solid']
0,"['bilkul', 'bekar', 'full', 'charge', 'hota', 'b', 'ni', 'srf', 'aik', 'ghnta', 'chlta', 'hsara', 'din', 'charge', 'krlo', 'phr', 'b', 'ni', 'hota', 'full', 'number', 'blkulsrf', 'paesa', 'zaya', 'huwa']"
1,"['quality', 'stuff', 'stitching', 'good', 'overall', 'service', 'excellent', 'highly', 'recommend']"
1,"['excellent', 'quality', 'received', 'proper', 'packaging', 'also', 'received', 'almost', 'discount', 'thanks', 'daraz', 'really', 'appreciate', 'efforts', 'improving', 'day', 'day']"
1,"['fresh', 'stock', 'thnx', 'daraz']"
1,"['good', 'quality', 'vegetables']"
1,"['good', 'product', 'nice', 'experience']"
1,"['good', 'quality', 'according', 'price', 'packing', 'also', 'great', 'protective']"
0,"['cheap', 'quality']"
0,"['totally', 'cheap', 'give', 'wrong', 'nbr']"
1,"['iam', 'happy', 'good', 'iam', 'fully', 'satisfied', 'shoes', 'real', 'pics', 'thank', 'daraz']"
1,"['acha', 'hai', 'cover', 'mujhay', 'passand', 'aya', 'thanks']"
0,"['extremely', 'pathetic', 'quality']"
1,"['nice', 'product', 'would', 'recommend', 'received', 'time', 'thanks', 'daraz', 'n', 'seller']"
1,"['use', 'projector', 'mount', 'wall', 'well']"
1,"['thank', 'much', 'good', 'thing', 'saw']"
1,"['much', 'happy', 'used']"
1,"['nice', 'shoes', 'nice', 'design']"
1,"['good', 'product', 'conferrable']"
1,"['oil', 'soothing', 'fresh', 'much', 'beneficial', 'skin', 'light', 'weight', 'runny']"
0,"['stars', 'nhi', 'glow', 'bilkul', 'bhe', 'nhi', 'kr', 'ty']"
1,"['great', 'job', 'thanks', 'daraz', 'seller', 'best', 'performence', 'best', 'battry', 'timing', 'greatest']"
0,"['bad', 'product', 'bad', 'quality']"
1,"['using', 'product', 'two', 'weeks', 'got', 'ta', 'admit', 'great', 'product']"
1,"['got', 'originalthanks', 'daraz', 'company', 'provider']"
1,"['nice', 'airpods']"
1,"['good', 'working', 'like', 'much']"
1,"['nice', 'product', 'time', 'delivery', 'thanks', 'daraz']"
1,"['good', 'product', 'shown', 'love', 'thanks', 'seller', 'daraz']"
1,"['delivered', 'order', 'thankful']"
1,"['excellent', 'product', 'iam', 'satisfied', 'enjoying']"
1,"['good', 'one', 'respect', 'price', 'lets', 'see', 'time']"
1,"['thank', 'watch', 'presented', 'must', 'purchase']"
1,"['good', 'quality', 'recommended', 'hand', 'free', 'great', 'experience']"
1,"['بہت', 'اعلیٰ', 'سروس', 'اور', 'اچھی', 'چیز', 'بھیجی', 'آپ', 'نے', 'اس', 'کے', 'لیے', 'شکریہ', 'اور', 'پانچ', 'اسٹار']"
0,"['bilkul', 'b', 'thk', 'ni', 'hai', 'sound', 'na', 'hona', 'ka', 'jasa', 'hai', 'bilkul', 'b', 'ni', 'chall', 'ra', 'bluetooth', 'b', 'contact', 'ni', 'ho', 'ra', 'na', 'usb', 'chall', 'rai', 'hai']"
1,"['well', 'received', 'fresh', 'recommended']"
1,"['best', 'product', 'ever', 'recommend', 'also', 'gift']"
0,"['came', 'packet', 'instead', 'box', 'satisfied', 'low', 'quality']"
1,"['highly', 'satisfied', 'product', 'received']"
1,"['daraz', 'mai', 'numbri', 'zayada', 'ho', 'gai', 'hai', 'ab']"
0,"['pai', 'jan', 'aa', 'thek', 'ni', 'keeta', 'tusan', 'chal', 'raha', 'tha', 'aur', 'aik', 'nahi', 'kharab', 'ku', 'diya', 'tha', 'ap', 'na']"
1,"['loved', 'quality', 'amazing']"
0,"['boiling', 'water', 'starts', 'gushing', 'steam', 'started', 'coming', 'nozzle', 'provided', 'steam', 'inhaler', 'looks', 'units', 'cutoff', 'mechanism', 'malfunction', 'avoid', 'dangerous', 'situation', 'going', 'return', 'unit', 'arrange', 'collect', 'address', 'refund', 'payment']"
1,"['good', 'product', 'safely', 'early', 'arrived', 'highly', 'recommended']"
0,"['used', 'item', 'received', 'price', 'new', 'one']"
0,"['ordered', 'blue', 'received', 'purple', 'smaller', 'advertised', 'color', 'available', 'remove', 'list', 'ignorant', 'people']"
1,"['good', 'quality', 'fresh', 'product']"
0,"['cd', 'disk', 'broken']"
0,"['well', 'packed', 'working', 'accurate', 'ive', 'wasted', 'money', 'time', 'totally', 'dont', 'know', 'nowfor', 'first', 'order', 'disappointing']"
1,"['product', 'well', 'packed', 'received', 'good', 'condition', 'purchased', 'shop']"
1,"['good', 'authentic', 'handfree', 'stars']"
1,"['customers', 'satisfaction']"
1,"['fast', 'delivery', 'good', 'experience', 'daraz', 'seller', 'received', 'original', 'product', 'discounted', 'price', 'thanks']"
0,"['leather', 'cheap', 'product', 'even', 'worth', 'rupee']"
1,"['nice', 'product', 'good', 'quality']"
0,"['poor', 'packaging', 'bought', 'bottles', 'sent', 'leaked', 'bottles', 'broken', 'caps', 'half', 'shampoo', 'wasted', 'much', 'disappointed']"
1,"['quality', 'great', 'got', 'tshirts', 'different', 'sizes']"
0,"['assam', 'alikum', 'sir', 'issue', 'one', 'port', 'connected', 'phone']"
1,"['happy', 'purchasequick', 'delievry', 'oredered', 'night', 'next', 'morning', 'recieved', 'itlahorevery', 'good', 'packingkeep']"
1,"['loved', '🥰', 'tanks', 'seller']"
1,"['great', 'device']"
1,"['bags', 'boht', 'ache', 'hain']"
1,"['supe', 'r', 'helpful', 'good', 'purchase']"
1,"['thanks', 'good', 'seller', 'jo', 'dikhaya', 'wohi', 'bheja', 'price', 'k', 'lihaz', 'sy', 'sae', 'h']"
1,"['nice', 'color', 'good', 'fabric', 'quality', 'delivery', 'time', 'highly', 'recommend']"
1,"['recieved', 'item', 'per', 'order', 'thanks']"
1,"['satisfied', 'product', 'delivered', 'day']"
1,"['nice', '🥰', 'thank', 'daraz']"
0,"['bikul', 'bekar', 'hain', 'na', 'sound', 'quality', 'achi', 'hai', 'na', 'right', 'left', 'effect', 'hai', 'reviews', 'dekh', 'kr', 'order', 'kia', 'tha', 'lagta', 'hai', 'fake', 'reviews', 'hain']"
1,"['nice', 'packaging', 'quality']"
1,"['good', 'quality', 'product', 'amazing', 'multi', 'color', 'love']"
1,"['best', 'quality']"
0,"['bhutt', 'ghtya', 'quality', 'hai', 'awaz', 'bilkul', 'b', 'sahe', 'nhn', 'hai', 'dekhai', 'aik', 'cheez', 'hai', 'bheji', 'aur', 'cheez', 'hai', 'dont', 'satisfy']"
0,"['peach', 'tasteless']"
1,"['nice', 'ear', 'pods', 'price', 'also', 'resonable', 'recommended', 'everyone']"
1,"['good', 'price', 'product', 'also', 'good']"
0,"['extremely', 'disappointedalmost', 'sara', 'leak', 'thahalf', 'waste', 'hua', 'haipathetic', 'amd', 'happening', 'rd', 'th', 'time']"
1,"['omg', 'itx', 'amazing', 'mra', 'thora', 'issue', 'hwa', 'tha', 'inho', 'ne', 'mjy', 'sth', 'sth', 'guide', 'kia', 'bht', 'acha', 'experience', 'hai', 'mra🥰']"
1,"['good', 'quality', 'loved']"
1,"['soft', 'material', 'stretchy', 'comfortable']"
0,"['good', 'experience', 'purchasereceived', 'damage', 'soapprice', 'also', 'different', 'soapssome', 'soaps', 'old', 'stock', 'seller', 'send', 'mix', 'new', 'stockall', 'soaps', 'compressedi', 'ask', 'send', 'order', 'little', 'cardboard', 'box']"
1,"['nice', 'product', 'buhat', 'aala', 'thanks']"
1,"['order', 'arrived', 'time', 'products', 'fresh', 'except', 'potatoes', 'additional', 'review', 'potatoes', 'bought', 'sale', 'rs', 'rotten', 'inside', 'two', 'potatoes', 'good', 'request', 'daraz', 'play', 'game', 'cant', 'afford']"
1,"['looks', 'good', 'build', 'material', 'good', 'well', 'sure', 'accuracy', 'right', 'nowwill', 'update', 'using', 'time']"
0,"['returned', 'product', 'wrong', 'size']"
0,"['bad', 'service', 'deliver', 'half', 'filled', 'bottle', 'complained', 'chat', 'simply', 'asked', 'initiate', 'return', 'connect', 'live', 'chat', 'service']"
1,"['nice', 'ordered', 'daughtershe', 'happy', 'see', 'fabric', 'good', 'soon', 'order', 'younger', 'daughter']"
1,"['product', 'come', 'time', 'nice', 'packing', 'nine', 'product']"
0,"['box', 'pehly', 'se', 'open', 'tha', 'earphon', 'theak', 'se', 'kam', 'nai', 'kar', 'rahy', 'lagta', 'hy', 'pehly', 'se', 'use', 'kiye', 'huy', 'hn', 'charg', 'mnt', 'bad', 'khtm', 'ho', 'jata', 'hy']"
1,"['nice', 'product', 'thankuu', 'daraz', '🥰']"
0,"['sound', 'quality', 'okay', 'sure', 'original']"
1,['like']
1,"['best', 'quality', 'product', 'received', 'good', 'condition']"
1,"['quality', 'good', 'like']"
1,['nice']
1,"['packing', 'good', 'delivery', 'time', 'average', 'kid', 'love', 'game']"
0,"['mineral', 'sunscreen', 'like', 'chemical', 'sunscreen', 'horrible', 'acne', 'prone', 'skin']"
1,"['bohot', 'bohot', 'achay', 'ayay', 'hai', 'shirts', 'mashallah', 'thanks', 'daraz', 'give', 'beautiful', 'shirt']"
1,"['itny', 'paiso', 'mn', 'achi', 'cheez', 'ha', 'bar', 'mangwa', 'chuka', 'hu']"
1,"['good', 'order']"
1,['good']
1,"['amazing', 'fabric', 'really', 'like']"
1,['genuine']
0,"['’', 'receive', 'much', 'time', 'waiting']"
1,"['nice', 'prudect', 'stisfy']"
1,"['amazing', 'glasses']"
0,"['jesa', 'pic', 'tha', 'wesa', 'bilkol', 'b', 'nai', 'ha']"
1,"['best', 'cheap', 'price', 'bought', 'pairs', 'perfect', 'according', 'pricethanks', 'seller', 'wonderful', 'service']"
1,"['youre', 'affordable', 'alternative', 'name', 'brand', 'look', 'thoroughly', 'impressed', 'massage', 'quality', 'far', 'issues', 'battery', 'life', 'really', 'great', 'product']"
1,"['happy', 'see', 'product']"
0,"['one', 'large', 'burn', 'cut', 'dont', 'miss', 'middle']"
1,"['vegies', 'fresh', 'satesfied']"
1,"['ordered', 'first', 'time', 'experience', 'good', 'glad', 'get', 'product', 'safe', 'sound', 'condition', 'good', 'thanks', 'daraz', 'seller']"
0,"['charge', 'ho', 'rahi', 'hai', 'lekin', 'chal', 'ni', 'rahi']"
1,"['good', 'quality', 'thanx']"
1,"['parcel', 'received', 'excellent', 'quality', 'fully', 'satisfied', 'totally', 'recommended']"
1,"['allhamdurillah', 'itx', 'first', 'experience', 'ye', 'bilkul', 'sahi', 'h', 'itx', 'recommend']"
0,"['sham', 'daraz']"
0,"['tight', 'shoulder', 'wings']"
1,"['jazak', 'allah', 'amazing']"
1,"['good', 'product', 'nice', 'packing']"
1,"['stars', 'cute', 'nd', 'glows', 'beautifully']"
1,"['best', 'discount', 'price']"
1,['awesome']
1,"['excellent', 'quality', 'less', 'price', 'recommended']"
0,"['waste', 'money', 'easily', 'available', 'less', 'half', 'price']"
1,"['quality', 'article', 'received', 'good', 'packaging', 'time', 'delivery', 'store', 'team', 'kind', 'quality', 'amazing', 'order', 'articles', 'vendor', 'ad', 'highly', 'recommended']"
0,"['bad', 'experience', 'poor', 'quality', 'airpods', 'disappointed', 'going', 'uninstall', 'app']"
1,"['nice', 'product', 'yes', 'working']"
1,['thank']
1,"['nice', 'product', 'good', 'quality', 'fit', 'hand']"
1,"['boht', 'achi', 'h']"
1,"['shown', 'pic', 'happy']"
0,"['one', 'packs', 'nearly', 'empty', 'hardly', 'ml', 'highly', 'unacceptable']"
0,"['stupid', 'send', 'handsfree', 'without', 'checking', 'sides', 'handsfree', 'left', 'tell', 'get', 'two', 'left', 'ears', 'sent', 'daraz', 'mall', 'usually', 'products', 'work', 'fine', 'even', 'make', 'dumb', 'mistake', 'disappointing', 'please', 'check', 'products', 'sending']"
1,"['nice', 'works']"
1,"['vegetables', 'received', 'good', 'condition', 'well', 'packed', 'fresh', 'clean', 'daraz', 'fresh', 'always', 'give', 'good', 'quality', 'cheap', 'price', 'compare', 'market', 'thanks', 'daraz']"
1,"['yr', 'bht', 'awesome', 'delivery', 'thi', 'din', 'aa', 'gayi', 'product', 'bhi', 'perfect', 'hi']"
1,"['excellent', 'sound', 'quality', 'recommended']"
1,"['highly', 'recommended', 'adhesiveness', 'product', 'also', 'good']"
0,"['damaged', 'parcel']"
1,"['outstanding', 'perfect', 'match', 'choice', 'searching', 'best', 'fragrances', 'got', 'bin', 'rizwan', 'thanks', 'daraz', 'thanks', 'bin', 'rizwan', '🥰', 'ive', 'ordered', 'fragrances', 'opening', 'parcel', 'bcz', 'sweet', 'fragrance', 'different', 'types', '🤩🤩', 'delivery', 'time', 'even', 'day', 'expected', 'date', '®']"
1,"['hello', 'ji', 'received', 'order', 'thankyou', 'amazing', 'satisfied', 'item']"
1,"['extraordinary', 'product', 'give', 'stars', 'best', 'quality', 'daraz', 'costumer', 'im', 'happy']"
0,"['almost', 'black', 'like', 'old', 'used', 'chain', 'size', 'small', 'baby', 'neck', 'totally', 'waste', 'money', 'third', 'class', 'quality']"
1,"['bahtreen', 'rd', 'order']"
1,"['nice', 'quality', 'really', 'love', 'star', 'rating', 'authentic', 'days', 'easy', 'return', 'recommended', 'thanks', 'seller', 'really', 'love', 'product', 'hope', 'meet']"
0,"['false', 'product', 'waste', 'money', 'please', 'dont', 'fooled', 'around', 'product', 'fake', 'copy', 'thing']"
1,"['price', 'bohat', 'achi', 'ha']"
1,"['great', 'productthe', 'surprising', 'thing', 'selected', 'express', 'delivery', 'ordering', 'night', 'recieved', 'morning', 'multan', 'hours', 'dont', 'know', 'managed', 'fast']"
0,"['low', 'quality', 'material', 'high', 'price', 'recommended', 'air', 'slow', 'disappointed']"
1,"['achi', 'cheez', 'mil', 'gai', 'km', 'prize', 'mai', 'saman', 'ki', 'storage', 'mai', 'asani', 'ho', 'gai', 'boht']"
1,"['really', 'good', 'headphones', 'mic', 'quality', 'also', 'pretty', 'good', 'sound', 'quality', 'great', 'friends', 'someone', 'play', 'online', 'game', 'like', 'fortnitecod', 'r', 'etc', 'headphones', 'pretty', 'great', 'especially', 'mic', 'really', 'comfortable', 'arent', 'expensive', 'sre', 'affordable', 'came', 'days', 'expected', 'really', 'recommend', 'gamer', 'like']"
1,"['great', 'dress', 'summer', 'price', 'best', 'tysm', 'daraz', 'selr']"
0,"['doesnt', 'work', 'advertised']"
1,"['amazing', '🤩']"
0,"['waste', 'money', '’', 'even', 'work', 'charged', 'three', 'times', 'yet', 'still', '’', 'work']"
1,"['satisfied', 'product', 'good', 'ok']"
1,"['nice', 'awesome']"
0,"['strong', 'acid', 'also', 'removes', 'color', 'seller', 'guide', 'need', 'open', 'parts', 'cut', 'damaged', 'part', 'spray', 'weld', 'back', 'avoid', 'damage', 'parts', 'hands', 'burning', 'even', 'gloves', 'floor', 'also', 'burnt', 'white', 'dropped']"
1,"['loved', 'didnt', 'expect', 'good', '🥹🩷🩷', 'even', 'decorated', 'lol']"
1,"['alhumdulilah', 'buhat', 'hi', 'achaa', 'product', 'hy', 'almost', 'eak', 'week', 'use', 'krne', 'k', 'bad', 'review', 'krr', 'rhi', 'huncharge', 'time', 'b', 'buhat', 'achaa', 'hy', 'orr', 'power', 'bank', 'almost', 'bar', 'charge', 'b', 'krr', 'deta', 'hy']"
1,['original']
1,['amazing']
1,"['product', 'reveived', 'mentioned', 'fantastic', 'quality', 'im', 'really', 'happy', 'ordered', 'would', 'definitely', 'recommend', 'everyone', 'product', 'quality']"
1,"['good', 'producct']"
1,"['good', 'comfortable']"
0,"['good', 'expecting', 'fragile', 'like', 'glasses', 'lens', 'also', 'much', 'beneficial', 'block', 'sun', 'dangerous', 'rays']"
1,"['amazing', 'experience', 'quality', 'stuff', 'completely', 'satisfy']"
1,"['great', 'daraz', 'online', 'shopping', 'like', 'online', 'shopping', 'daraz']"
0,"['buy', 'package', 'broken', 'product', 'doesnt', 'work']"
1,"['nice', 'fabric', 'good', 'product']"
1,"['good', 'glasses', 'computers', 'etc']"
1,"['perfect', 'variety', 'rage']"
0,"['portable', 'bags', 'written', 'bags', 'came']"
1,"['excellent', 'product']"
1,"['good', 'quality', 'handsfree', 'received', 'time']"
1,"['nice', 'packing', 'beautiful', 'comfortable', 'shoes', 'came', 'extra', 'pair', 'laces', 'delivered', 'time', 'good', 'experience', 'black', 'camel', 'recommended']"
0,"['one', 'working', 'dont', 'waste', 'money', 'buy']"
1,"['described', 'pictures', 'best', 'product', 'satisfied']"
1,['excellent']
1,"['nice', 'soft', 'fluffy', 'love', 'bath', 'takes', 'away', 'gunk', 'dirt', 'body', 'love', 'two', 'tone', 'color', 'bought', 'discount', 'plus', 'free', 'shipping', 'yayy', 'buy', 'future']"
1,"['first', 'time', 'masha', 'allah', 'really', 'amazing', 'kim', 'spider', 'hiking', 'stick', '🥰thanku', 'much', 'beautiful', 'black', 'stick', 'insha', 'allah', 'shop']"
1,"['nice', 'packing', 'small', 'smart', 'product', 'blower', 'vacuum', 'awesome', 'described', 'strongly', 'recommended']"
0,"['received', 'quality', 'cheap', 'satisfied']"
1,"['great', 'product', 'happy', 'purchase']"
0,"['items', 'holes']"
0,"['colour', 'buy', 'kia', 'thyy', 'white', 'mily', 'aur', 'ek', 'ear', 'pod', 'bhi', 'issue', 'kar', 'raha', 'tha', 'thora', 'saa', '🥹']"
1,"['got', 'order', 'early', 'really', 'fast', 'secure', 'delivery', 'working', 'perfectlybought', 'things', 'draz', 'would', 'recommend', 'draz', 'use', 'guys', 'worth', 'trying']"
0,"['low', 'quailty']"
1,"['recieve', 'parcel', 'today', 'happy', 'see', 'product', 'quality', 'goodoatmeal', 'great🤗highly', 'recommendthanks', 'sellerdaraz']"
1,"['products', 'packed', 'good', 'manners', 'quality', 'also', 'good', 'fast', 'delivery']"
1,"['great', 'item']"
1,"['ksm', 'se', 'bhut', 'acha', 'h', 'meri', 'problem', 'thi', 'mene', 'thk', 'krwa', 'di', 'bhut', 'achi', 'cheez', 'aai', 'h']"
0,"['abhi', 'ni', 'kia', 'use', 'sahi', 'sy', 'trt', 'kia', 'ni', 'ai', 'smjh', 'k', 'kesy', 'jn', 'f', 'hota', 'ho', 'bhi', 'ra', 'ta', 'pr', 'double', 'tap', 'hi', 'try', 'kia', 'pr', 'ni', 'ai', 'smjh', 'sahi', 'sy', 'use', 'ki', 'rules', 'follow', 'bhi', 'kiye', 'jesy', 'pic', 'btae', 'gye', 'hope', 'sy', 'k', 'ye', 'sahi', 'chlain', 'gy', 'aur', 'mjy', 'inka', 'use', 'ajaye', 'ga', 'jld']"
0,"['cuts', 'rubber', 'dumbells']"
1,"['satisfied', 'product', 'thank']"
1,"['delivery', 'packaging', 'support', 'seller', 'ap', 'loggo', 'ki', 'waja', 'se', 'customer', 'online', 'shopping', 'pr', 'trust', 'krte', 'hai', 'great', 'job']"
1,"['much', 'like', 'one']"
1,"['well', 'packed', 'fast', 'delivery', 'well', 'services', 'daraz']"
0,"['useless', 'product', 'waste', 'money', 'running', 'minutes', 'steam', 'generated', 'shame', 'able', 'test', 'time', 'otherwise', 'would', 'returned', 'waste']"
0,"['nice', 'dont', 'buy']"
0,"['order', 'price', 'discount', 'rs', 'charging', 'think', 'considered', 'fraud']"
1,"['good', 'inquality', 'price', 'reasonable']"
0,"['product', 'mark', 'seems', 'rd', 'copy', 'battery', 'life', 'less', 'works', 'hour', 'fully', 'charged', 'recommended']"
0,"['extention', 'needed', 'attach']"
1,"['asalam', 'walikom', 'thanks', 'sending', 'great', 'book', 'book', 'good', 'new', 'advice', 'anyone', 'buy', 'books']"
0,"['black', 'bar', 'good', 'chain', 'cheap']"
1,"['nice', 'quality', 'thanks']"
0,"['upr', 'se', 'hee', 'thik', 'lag', 'rhy', 'hain', 'k', 'andr', 'koi', 'patawa', 'soul', 'nahi', 'hai', 'apk', 'paon', 'dard', 'karen', 'gy', 'ghnty', 'ya', 'ghnty', 'bad', 'nichy', 'white', 'plastic', 'show', 'horha', 'hai']"
0,"['quality', 'bad', 'zip', 'tear', 'first', 'use', 'bags', 'couldnt', 'bear', 'weight', 'blanket', 'ripped', 'two', 'piece', 'bad', 'quity']"
1,"['good', 'product', 'reached', 'time', 'delivery', 'deliver', 'shown', 'picture', 'recommended', 'seller']"
0,"['product', 'shown', 'picture', 'disappointment']"
1,"['stuff', 'good', 'recommended']"
1,"['product', 'came', 'time', 'price', 'really', 'decent', 'quality', 'nothing', 'wrong', 'totally', 'would', 'recommend']"
1,"['thankyou', 'much']"
0,"['fakegionee', 'cheap', 'quality', 'guyz', 'agr', 'ap', 'sahi', 'cheez', 'nae', 'dy', 'sakty', 'toi', 'fraud', 'b', 'na', 'karain', 'paisu', 'chahiyee', 'tou', 'waisy', 'lay', 'lainsorry', 'say', 'ya', 'chori', 'hy', 'halal', 'ne', 'halal', 'kmain', 'haram', 'ne', 'thank', 'u']"
0,"['bad', 'experience', 'sound', 'quality', 'achi', 'hai', 'battery', 'timing', 'baqwas', 'cheap', 'packing', 'thi', 'hour', 'battery', 'time', 'mai', 'mangwaya', 'bhj', 'dia', 'dont', 'satisfied']"
1,"['well', 'packed', 'original', 'product', 'handy', 'easy', 'use', 'suction', 'power', 'fairly', 'good', 'great', 'price']"
1,"['ordered', 'set', 'daughters', 'like', 'lovely', 'look', 'beautiful', 'thier', 'hand', 'thanks']"
1,"['stars', 'good', 'first', 'sucks', 'light', 'glow']"
0,"['delivery', 'fast', 'shampoo', 'good']"
1,['good']
1,"['happy', 'buy', 'draz', 'quality', 'good']"
1,"['potatoes', 'fresh', 'cheap', 'price']"
0,"['nice', 'design', 'ye', 'shose', 'boht', 'ala', 'h', 'ye', 'running', 'shose', 'halki', 'mazbut', 'hai', 'l', 'abi', 'kharedain', 'enjoye', 'kary']"
1,"['bht', 'achy', 'h', 'mery', 'bety', 'ko', 'bht', 'pasand', 'ay', 'h']"
0,"['dont', 'buy', 'hate', 'speaker', 'working']"
1,"['happy', 'satisfied', 'working', 'sunsilk', 'shampoo', 'great', 'experience', 'work', 'future', 'unilever', 'sunsilk', 'shampoo', 'seller', 'honest', 'send', 'original', 'products', 'happy', 'good', 'packing']"
1,"['bht', 'acha', 'product', 'ha', 'recommended']"
0,"['bad', 'voice', 'quality', 'product', 'disappoint']"
